time_s,lat_deg,lon_deg,height_m,ecef_x_m,ecef_y_m,ecef_z_m,east_mps,north_mps,up_mps,speed_mps,course_deg
197.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
198.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
199.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
200.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
201.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
202.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
203.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
204.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
205.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
206.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
207.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
208.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
209.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
210.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
211.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
212.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
213.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
214.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
215.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
216.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
217.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
218.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
219.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
220.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
221.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
222.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
223.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
224.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
225.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
226.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
227.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
228.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
229.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
230.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
231.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
232.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
233.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
234.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
235.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
236.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
237.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
238.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
239.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
240.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
241.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
242.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
243.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
244.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
245.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
246.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
247.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
248.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
249.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
250.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
251.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
252.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
253.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
254.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
255.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
256.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
257.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
258.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
259.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
260.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
261.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
262.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
263.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
264.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
265.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
266.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
267.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
268.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
269.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
270.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
271.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
272.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
273.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
274.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
275.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
276.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
277.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
278.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
279.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
280.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
281.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
282.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
283.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
284.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
285.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
286.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
287.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
288.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
289.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
290.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
291.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
292.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
293.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
294.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
295.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
296.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
297.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
298.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
299.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
300.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
