time_s,lat_deg,lon_deg,height_m,ecef_x_m,ecef_y_m,ecef_z_m,east_mps,north_mps,up_mps,speed_mps,course_deg
183.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
184.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
185.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
186.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
187.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
188.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
189.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
190.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
191.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
192.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
193.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
194.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
195.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
196.000,33.6844000000,73.0479000000,540.0000,1549181.8225,5082338.0830,3517670.8313,0.000000,0.000000,0.000000,0.000000,0.000000
